_unit_id,_unit_state,_trusted_judgments,_last_judgment_at,if__people_are_eating_the_cake_please_choose_their_gender_,if__people_are_eating_the_cake_please_choose_their_gender_:confidence,if_people_are_eating_the_cake_please_choose_their_age_,if_people_are_eating_the_cake_please_choose_their_age_:confidence,who_is_eating_or_is_likely_to_eat_the_cake,who_is_eating_or_is_likely_to_eat_the_cake:confidence,image_url
685657532,finalized,3,3/6/15 14:06,Male,1,Adult/Teenager (13 or older),1,Person,1,https://docakilah.files.wordpress.com/2011/06/benefitsfruit02.jpg
685657533,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,http://images.idiva.com/media/photogallery/2014/Jan/4fruits_600x450.jpg
685657534,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/z/diet-young-woman-eating-fresh-fruits-26733825.jpg
685657535,finalized,3,3/6/15 14:08,Female,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/z/woman-organic-food-eating-strawberry-young-fruits-31243619.jpg
685657536,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,http://media.onsugar.com/files/ed4/2010/01/01/192/1922729/283830e92fab6566_eating-fruit.jpg
685657537,finalized,3,3/6/15 14:36,Male,1,Kid (younger than 13),1,Person,1,http://www.sde.ct.gov/sde/lib/sde/images/deps/cnpboy_eating_fruit_salad.jpg
685657538,finalized,3,3/6/15 14:07,Male,1,Kid (younger than 13),1,Person,1,http://dietsinreview.s3.amazonaws.com/diet_column/wp-content/uploads/2013/05/kid-fruit-veg.jpg
685657539,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,https://livingwelluf.files.wordpress.com/2012/06/woman-eating-fruits.jpg
685657540,finalized,3,3/6/15 14:07,Female,1,Adult/Teenager (13 or older),1,Person,1,http://preventingcavities.com/wp-content/uploads/2012/08/eat-fruits-and-vegetables-salad.jpg
685657541,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,http://myfacemylife.com/wp-content/uploads/2013/03/Eat-Your-Way-to-More-Sex-Appeal.jpg
685657542,finalized,3,3/6/15 14:06,Male,1,Kid (younger than 13),1,Person,1,http://hypnosishealthinfo.com/wp-content/uploads/2010/12/Children-Who-Eat-Plenty-of-Fruits-and-Vegetables-Less-Likely-to-Have-Stiff-Arteries-as-Adults.jpg
685657543,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,http://previews.123rf.com/images/kzenon/kzenon1204/kzenon120400211/13319259-Healthy-eating-happy-woman-with-fruits-and-vegetables-is-eating-a-apple--Stock-Photo.jpg
685657544,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.indiavision.com/news/images/articles/2012_03/285897/u2_Eating-fruits-vegetables.jpg
685657545,finalized,3,3/6/15 14:37,Male,0.6667,Kid (younger than 13),1,Person,1,http://www.thelittlegym-magazine.eu/wp-content/uploads/2013/09/Fruit-voor-kinderen.jpg
685657546,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,http://image.yaymicro.com/rz_1210x1210/1/85b/pretty-girl-eating-fruits-185bf2a.jpg
685657547,finalized,3,3/6/15 14:06,Female,1,Kid (younger than 13),0.6873,Person,1,https://student.societyforscience.org/sites/student.societyforscience.org/files/main/articles/a1696_2774.jpg
685657548,finalized,3,3/6/15 14:06,Male,1,Kid (younger than 13),1,Person,1,http://www.drgreene.com/wp-content/uploads/Long-term-Positive-Impact-of-Kids-Eating-Fresh-Organic-Fruit.jpg
685657549,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,http://media.onsugar.com/files/ons1/192/1922195/30_2009/cd63d6eeb920fa7e_washfruitpoll.jpg
685657550,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.femside.com/wp-content/uploads/2014/01/woman-eating-salad-diet.jpg
685657551,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.haddenham.net/med/woman-eating-fruit-03-M36291.jpg
685657552,finalized,3,3/6/15 14:08,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.cancercare4primarycare.com/uploads/1Healthy-eating.jpg
685657553,finalized,3,3/6/15 14:36,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.healthcareglobal.com/public/uploads/large/large_article_im999_Eating_more_fruits_veggies_can_make_young_people_h.jpg
685657554,finalized,3,3/6/15 14:07,Female,1,Adult/Teenager (13 or older),1,Person,1,http://authoritynutrition.com/wp-content/uploads/2013/07/woman-eating-fruit-from-a-bowl.jpg
685657555,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/z/healthy-lifestyle-series-woman-eating-fruits-9817567.jpg
685657556,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,http://womenworld.org/image/012013/8/165323106.jpg
685657557,finalized,3,3/6/15 14:37,Female,1,Adult/Teenager (13 or older),1,Person,1,http://images.teamsugar.com/files/upl1/1/12981/20_2008/orange.jpg
685657558,finalized,3,3/6/15 14:06,Female,1,Kid (younger than 13),1,Person,1,http://dishbytrish.com/wp-content/uploads/2010/06/shutterstock_127135730.jpg
685657559,finalized,3,3/6/15 14:07,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.youne.com/wp-content/uploads/2013/12/beautiful-woman-eating-fruits.jpg
685657560,finalized,3,3/6/15 14:08,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn.sheknows.com/articles/2013/04/woman-eating-fruit-salad-vert.jpg
685657561,finalized,3,3/6/15 14:06,,,,,No Person,1,http://www.eat-halal.com/images/eating-fruits.jpg
685657562,finalized,3,3/6/15 14:06,Male,1,Kid (younger than 13),1,Person,1,http://athensparent.com/images/articles/immune.jpg
685657563,finalized,3,3/6/15 14:36,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.thepregnancyzone.com/wp-content/uploads/2009/09/eating-fruits.jpg
685657564,finalized,3,3/6/15 14:08,Female,1,Adult/Teenager (13 or older),1,Person,1,http://previews.123rf.com/images/kzenon/kzenon1204/kzenon120400210/13319260-Healthy-eating-happy-woman-with-fruits-and-vegetables-is-eating-a-apple--Stock-Photo.jpg
685657565,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,1,http://watermarked.cutcaster.com/cutcaster-photo-100415329-Woman-eating-strawberry-while-holding-bow-of-fruits.jpg
685657566,finalized,3,3/6/15 14:08,Female,1,Kid (younger than 13),1,Person,1,http://cdn.sheknows.com/articles/2011/05/kids-eating-fruit-salad.jpg
685657567,finalized,3,3/6/15 14:06,Male,1,Adult/Teenager (13 or older),1,Person,1,http://topnews.net.nz/data/healthy-food.jpg
685657568,finalized,3,3/6/15 14:08,Female,1,Kid (younger than 13),0.672,Person,1,http://munfitnessblog.com/wp-content/uploads/2007/09/eating-watermelong.JPG
685657569,finalized,3,3/6/15 14:08,Female,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/z/young-woman-eating-fruit-salad-34585434.jpg
685657570,finalized,3,3/6/15 14:07,Male,1,Kid (younger than 13),1,Person,1,http://babyglitter.com/blog/wp-content/uploads/2012/09/healthy-eating2.jpg
685657571,finalized,3,3/6/15 14:37,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.united-academics.org/magazine/wp-content/uploads/2012/06/apple.jpg
685657572,finalized,3,3/6/15 14:08,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn.sheknows.com/articles/woman-eating-kiwi.jpg
685657573,finalized,3,3/6/15 14:07,Female,1,Adult/Teenager (13 or older),1,Person,1,http://i.dailymail.co.uk/i/pix/2011/10/12/article-0-0DFBF98F00000578-503_468x301.jpg
685657574,finalized,3,3/6/15 14:06,Female,1,Adult/Teenager (13 or older),1,Person,0.6873,http://liberuned.com/wp-content/uploads/2012/10/veggies.jpg
685657575,finalized,3,3/6/15 14:08,Female,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/z/smiling-young-housewife-eating-fruits-salad-kitchen-31897483.jpg
685657576,finalized,3,3/6/15 14:37,Female,1,Kid (younger than 13),1,Person,1,http://www.health.state.mn.us/divs/hpcd/chp/cdrr/images/girl_fruit_salad.jpg
685645119,finalized,3,3/6/15 13:27,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.healthandfitnesstalk.com/wp-content/uploads/2012/09/14742266_m-278x300.jpg
685645120,finalized,3,3/6/15 13:23,Female,1,Adult/Teenager (13 or older),0.6003,Person,1,http://images.medicaldaily.com/sites/medicaldaily.com/files/styles/headline/public/2014/04/08/woman-eating-fast-food-alone.jpg
685645121,finalized,3,3/6/15 13:53,Female,1,Adult/Teenager (13 or older),1,Person,1,http://turbocharged.us.com/wp-content/uploads/2012/07/Fast-Food.jpg
685645122,finalized,3,3/6/15 13:53,Male,1,Kid (younger than 13),1,Person,1,http://www.redorbit.com/media/uploads/2012/11/health-110612-002-617x416.jpg
685645123,finalized,3,3/6/15 13:21,Female,1,Adult/Teenager (13 or older),1,Person,1,http://static9.depositphotos.com/1000260/1129/i/950/depositphotos_11295354-Woman-eating-fast-food..jpg
685645124,finalized,3,3/6/15 13:27,Female,1,Adult/Teenager (13 or older),1,Person,1,http://previews.123rf.com/images/poznyakov/poznyakov1204/poznyakov120400557/13309934-Overweight-woman-eating-fast-food--Stock-Photo-food-foods-fatty.jpg
685645125,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),1,Person,1,http://static9.depositphotos.com/1000260/1129/i/950/depositphotos_11295348-Woman-eating-fast-food..jpg
685645126,finalized,3,3/6/15 13:23,Female,1,Adult/Teenager (13 or older),1,Person,1,http://4.bp.blogspot.com/-ZiYpQpOQbf4/Tf76Q8baH2I/AAAAAAAAABg/0_ypQtVg-g8/s1600/fast%2Bfood.jpg
685645127,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/x/eating-fun-fast-food-13076616.jpg
685645128,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),1,Person,1,http://image.shutterstock.com/display_pic_with_logo/172021/103021874/stock-photo-woman-eating-fast-food-isolated-103021874.jpg
685645129,finalized,3,3/6/15 13:22,Male,1,Kid (younger than 13),1,Person,1,http://www.earlytorise.com/wp-content/uploads/2010/03/eat-less-fast-food.png
685645130,finalized,3,3/6/15 13:53,Female,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/z/woman-eating-fast-food-28031708.jpg
685645131,finalized,3,3/6/15 13:24,Male,1,Kid (younger than 13),1,Person,1,http://www.myhealthnews.co.uk/wp-content/uploads/2012/10/boy-eating-burger.jpg
685645132,finalized,3,3/6/15 13:23,Female,1,Adult/Teenager (13 or older),1,Person,0.6625,http://1.bp.blogspot.com/-s2roqI3-V2c/T_Ephh9DazI/AAAAAAAAAFY/BUFVbW4sv2o/s320/junkfood.jpg
685645133,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),0.6633,Person,1,http://cdn.sheknows.com/articles/2012/04/woman-eating-healthy-fast-food.jpg
685645134,finalized,3,3/6/15 13:23,Male,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/x/man-eating-fast-food-2460391.jpg
685645135,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn.sheknows.com/articles/2012/06/woman-eating-fast-food-burger.jpg
685645136,finalized,3,3/6/15 13:22,Male,1,Kid (younger than 13),1,Person,1,http://www.nih.gov/researchmatters/october2010/images/emptycalories_l.jpg
685645137,finalized,3,3/6/15 13:23,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn0.theawl.com/wp-content/uploads/2012/04/fastfood.jpg
685645138,finalized,3,3/6/15 13:24,Female,0.652,Adult/Teenager (13 or older),0.652,Person,1,http://www.femalefirst.co.uk/image-library/land/333/f/fat-unhealthy-eating-153835423.jpg
685645139,finalized,3,3/6/15 13:24,Male,0.6604,Kid (younger than 13),1,Person,1,http://www.momparenting.com/wp-content/uploads/2013/10/eating_25874944_.jpg
685645140,finalized,3,3/6/15 13:27,Male,1,Kid (younger than 13),1,Person,1,http://www.akinsholisticnutrition.com/wp-content/uploads/2013/05/kid_fast_food.jpg
685645141,finalized,3,3/6/15 13:23,Female,0.6667,Adult/Teenager (13 or older),0.6852,Person,1,http://ak.picdn.net/shutterstock/videos/1083112/preview/stock-footage-young-happy-boy-eating-fast-food-hamburger-and-french-fries-and-drinking-cola-isolated.jpg
685645142,finalized,3,3/6/15 13:22,Male,1,Kid (younger than 13),1,Person,1,http://ak.picdn.net/shutterstock/videos/1083097/preview/stock-footage-young-happy-boy-eating-fast-food-hamburger-and-french-fries-isolated.jpg
685645143,finalized,3,3/6/15 13:22,Male,0.6818,Adult/Teenager (13 or older),1,Person,1,http://www.massappealnews.com/wp-content/uploads/2010/08/Does-eating-fat-make-you-fat.jpg
685645144,finalized,3,3/6/15 13:23,Male,1,Kid (younger than 13),0.5354,Person,0.7466,http://blog.1dental.com/wp-content/uploads/2013/03/burger.jpg
685645145,finalized,3,3/6/15 13:25,Female,1,Adult/Teenager (13 or older),0.6484,Person,1,http://www.ctvnews.ca/polopoly_fs/1.837359.1380663302!/httpImage/image.jpg
685645146,finalized,3,3/6/15 13:23,Female,1,Kid (younger than 13),1,Person,1,http://img.webmd.com/dtmcms/live/webmd/consumer_assets/site_images/articles/health_tools/Delicious_Foods_That_Fill_You_Up_Sanford_tween_slideshow/getty_rf_photo_of_tween_girl_eating_fast_food_chicken_sandwich.jpg
685645147,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/z/expressive-man-eating-fast-food-19390605.jpg
685645148,finalized,3,3/6/15 13:22,Male,1,Kid (younger than 13),1,Person,1,http://a57.foxnews.com/global.fncstatic.com/static/managed/img/Health/660/371/Eating%2520Fast%2520Food.JPG
685645149,finalized,3,3/6/15 13:23,Female,1,Adult/Teenager (13 or older),0.6003,Person,1,http://cdn.sheknows.com/articles/2013/05/woman-eating-fast-food.jpg
685645150,finalized,3,3/6/15 13:23,Female,0.6842,Adult/Teenager (13 or older),1,Person,1,http://static.businessinsider.com/image/4e25e076cadcbb470a000000/image.jpg
685645151,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),1,Person,1,http://blog.takeaway.com/wp-content/uploads/2013/03/obamafastfood.jpg
685645152,finalized,3,3/6/15 13:22,,,,,Image Not Working,1,http://image.shutterstock.com/display_pic_with_logo/100037/100037
685645153,finalized,3,3/6/15 13:22,Female,1,Kid (younger than 13),1,Person,1,http://www.wellnesschoicecenter.com/blog/wp-content/uploads/2011/07/bigmac.jpg
685645154,finalized,3,3/6/15 13:22,Male,1,Kid (younger than 13),1,Person,1,http://blogs.mydevstaging.com/blogs/food-scoop/files/2013/05/kid-boy-eating-delicious-hamburger-.jpg
685645155,finalized,3,3/6/15 13:23,Female,0.6842,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/z/woman-eating-fast-food-young-34865252.jpg
685645156,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),0.677,Person,1,http://thumbs.dreamstime.com/z/woman-eating-fast-food-young-beautiful-girl-very-hungry-34866337.jpg
685645157,finalized,3,3/6/15 13:23,Female,1,Adult/Teenager (13 or older),1,Person,1,http://glow-magazine-bce0cbed.s3.amazonaws.com/Images/FastFood.jpg
685645158,finalized,3,3/6/15 13:23,Male,1,Kid (younger than 13),1,Person,1,http://assets.kitchendaily.com/styles/large/s3/field/image/baby-eating-fries.jpg
685645159,finalized,3,3/6/15 13:54,,,,,No Person,1,http://drwilley.com/wp-content/uploads/2011/02/chicken_burger_fastFood-e1297281255856.jpg
685645160,finalized,3,3/6/15 13:23,Male,1,Adult/Teenager (13 or older),1,Person,1,http://ak.picdn.net/shutterstock/videos/1083148/preview/stock-footage-happy-man-eating-fast-food-hamburger-and-french-fries-and-drinking-cola-isolated.jpg
685645161,finalized,3,3/6/15 13:27,Male,0.5,Kid (younger than 13),1,Person,1,http://i.huffpost.com/gen/948649/thumbs/o-LOYALTY-SURVEY-FAST-FOOD-facebook.jpg
685645162,finalized,3,3/6/15 13:23,Female,1,Adult/Teenager (13 or older),1,Person,1,http://i.ytimg.com/vi/TZLjn_WzEtI/hqdefault.jpg
685645163,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),1,Person,1,http://ak2.picdn.net/shutterstock/videos/1083085/preview/stock-footage-happy-man-eating-fast-food-hamburger-and-french-fries-and-drinking-cola-isolated.jpg
685645164,finalized,3,3/6/15 13:24,,,,,Image Not Working,1,http://healthyeating.sfgate.com/DM-Resize/photos.demandstudios.com/getty/article/58/86/dv1554013_XS.jpg
685645165,finalized,3,3/6/15 13:24,Male,1,Adult/Teenager (13 or older),1,Person,1,http://munfitnessblog.com/wp-content/uploads/2008/06/eating-kfc-fastfood-burger-french-fries.jpg
685645166,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),1,Person,1,http://i.dailymail.co.uk/i/pix/2014/01/13/article-2538568-0081FDE41000044C-991_634x759.jpg
685645167,finalized,3,3/6/15 13:53,Female,1,Adult/Teenager (13 or older),0.6732,Person,1,http://thumbs.dreamstime.com/z/woman-eating-fast-food-young-beautiful-girl-hungry-eyes-closed-34865560.jpg
685645168,finalized,3,3/6/15 13:24,Male,1,Adult/Teenager (13 or older),1,Person,1,http://weeatny.com/wp-content/uploads/2012/05/obama-3-450x382.jpg
685645169,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.transformfitness.com.au/wp-content/uploads/2012/04/Fast-Food.jpg
685645170,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),1,Person,1,http://d236bkdxj385sg.cloudfront.net/wp-content/uploads/2011/01/Eating-Fast-Food.jpg
685645171,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),1,Person,1,http://higherperspective.com/wp-content/uploads/2014/12/junk-food-eating.jpg
685645172,finalized,3,3/6/15 13:54,Male,1,Adult/Teenager (13 or older),1,Image Not Working,0.7095,http://image.shutterstock.com/display_pic_with_logo/100037/100037
685645173,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),1,Person,1,http://smhttp.32478.nexcesscdn.net/80E972/healingthebody/wp-content/uploads/2014/10/fast-food-eating.jpg
685645174,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),1,Person,1,http://i.dailymail.co.uk/i/pix/2013/05/25/article-2330876-19FDF482000005DC-916_634x503.jpg
685645175,finalized,3,3/6/15 13:24,Male,0.676,Adult/Teenager (13 or older),1,Person,1,http://photos.posh24.com/p/2254732/z/hollywood_celebrity/celebrities_eating_fast_food_i.jpg
685645176,finalized,3,3/6/15 13:23,Female,0.6798,Kid (younger than 13),1,Person,1,http://medicmagic.net/wp-content/uploads/2012/08/child-eating-junk-food.jpg
685645177,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/x/expressive-man-eating-fast-food-19390606.jpg
685645178,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.spiritualriver.com/wordpress-2.0.4/wordpress/wp-content/uploads/2010/10/eating-junk-food1.jpg
685645179,finalized,3,3/6/15 13:23,Female,1,Adult/Teenager (13 or older),1,Person,1,http://previews.123rf.com/images/dml5050/dml50501204/dml5050120400014/13101589-Young-woman-eating-tasty-fast-food-unhealthy-burger-in-hand-getting-ready-to-eat-isolated-on-a-white-Stock-Photo.jpg
685645180,finalized,3,3/6/15 13:25,Male,1,Adult/Teenager (13 or older),1,Person,1,http://us.123rf.com/450wm/cookelma/cookelma1403/cookelma140300053/26456905-fat-man-eating-hamburger-seated-on-armchair-style-fast-food.jpg
685645181,finalized,3,3/6/15 13:27,Female,1,Adult/Teenager (13 or older),1,Person,1,http://media2.intoday.in/wonderwoman/images/stories//January2011/fast_040312100240.jpg
685645182,finalized,3,3/6/15 13:21,Male,1,Adult/Teenager (13 or older),1,Person,1,http://wac.450f.edgecastcdn.net/80450F/tsminteractive.com/files/2012/08/Joe-Raedle-Getty-Images-630x420.jpg
685645183,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn.sheknows.com/articles/2013/08/woman-eating-fast-food-burger.jpg
685645184,finalized,3,3/6/15 13:23,Male,1,Adult/Teenager (13 or older),1,Person,1,http://cdn.styleft.com/wp-content/uploads/2014/04/MAN-EATING-FAST-FOOD-STYLEFT.jpg
685645185,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),1,Person,1,http://theunboundedspirit.com/wp-content/uploads/2013/11/man-eating-fast-food.jpg
685645186,finalized,3,3/6/15 13:23,Female,1,Kid (younger than 13),1,Person,1,http://youngurbanmoms.com/home/wp-content/uploads/2011/06/kids-eat-free.jpg
685645187,finalized,3,3/6/15 13:23,Female,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/z/woman-beauty-face-unhealth-eating-fast-food-popcorn-potato-24751185.jpg
685645188,finalized,3,3/6/15 13:23,Female,1,Adult/Teenager (13 or older),0.6003,Person,1,http://previews.123rf.com/images/poznyakov/poznyakov1206/poznyakov120600116/14086517-Woman-eating-fast-food-at-work-Isolated--Stock-Photo.jpg
685645189,finalized,3,3/6/15 13:24,Female,1,Adult/Teenager (13 or older),1,Person,1,http://thehotbodsquad.com/wp-content/uploads/2010/12/Fast_Food_Lunch11.jpg
685645190,finalized,3,3/6/15 13:25,Female,1,Adult/Teenager (13 or older),1,Person,1,http://thumbs.dreamstime.com/z/friends-restaurant-eating-fast-food-16582819.jpg
685645191,finalized,3,3/6/15 13:22,Male,0.6744,Kid (younger than 13),0.6744,Person,1,http://blog.doctoroz.com/wp-content/uploads/2013/01/kid-eating-burger-638x424.jpg
685645192,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),1,Person,1,http://munfitnessblog.com/wp-content/uploads/2008/02/students-eating-fast-food-in-cafeteria.jpg
685645193,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),1,Person,1,http://i2.cdn.turner.com/cnn/dam/assets/130114133424-boy-eating-hamburger-fast-food-story-top.jpg
685645194,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),0.6767,Person,1,http://cypressai.com/wp-content/uploads/2014/04/eating-at-home.jpg
685645195,finalized,3,3/6/15 13:23,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.sciencephoto.com/image/318158/350wm/P9200046-Adolescent_girl_eating_fast_food-SPL.jpg
685645196,finalized,3,3/6/15 13:25,Male,1,Kid (younger than 13),0.6797,Person,1,https://www.minnpost.com/sites/default/files/images/articles/kid-eating-fast-food-chicken.jpg
685645197,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.tuberose.com/Graphics/fast-food-diet.jpg
685645198,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),1,Person,1,http://images.idiva.com/media/healthmeup/photogallery/2013/Mar/pizzzapartyyy_600x450.jpg
685645199,finalized,3,3/6/15 13:25,Male,0.6484,Adult/Teenager (13 or older),1,Person,1,http://www.quickenloans.com/blog/wp-content/uploads/2013/03/iStock_000020279656XSmall.jpg
685645200,finalized,3,3/6/15 13:24,Female,0.6641,Adult/Teenager (13 or older),1,Person,1,http://www.tinyshift.com/files/2012/08/mindful-eating.jpg
685645201,finalized,3,3/6/15 13:22,Male,0.6617,Kid (younger than 13),1,Person,1,http://www.squaredolly.com/wp-content/uploads/2014/02/o-JUNK-FOOD-BAN-ONTARIO-facebook.jpg
685645202,finalized,3,3/6/15 13:21,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.abc.net.au/reslib/201210/r1017334_11507333.jpg
685645203,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),1,Person,1,http://1-ps.googleusercontent.com/x/www.becomegorgeous.com/static.becomegorgeous.com/img/arts/2013/12/how-to-stop-fast-food-addiction/fast_food_and_weight_gain.jpg
685645204,finalized,3,3/6/15 13:21,Female,1,Adult/Teenager (13 or older),1,Person,1,http://the-mni.com/wp-content/uploads/2013/10/portion_control.jpg
685645205,finalized,3,3/6/15 13:53,Male,0.6897,Kid (younger than 13),0.6897,Person,1,http://www.blogcdn.com/slideshows/images/slides/246/649/7/S2466497/slug/l/84231658-1.jpg
685645206,finalized,3,3/6/15 13:24,Female,1,Adult/Teenager (13 or older),1,Person,1,http://www.fooducate.com/blog/wp-content/media/fast-food-padma-carls-jr.jpg
685645207,finalized,3,3/6/15 13:22,Male,1,Kid (younger than 13),1,Person,1,http://reachhispanic.com/wp-content/uploads/2012/03/hispanic_family_eating_in_fast_food_restaurant_bld064958.jpg
685645208,finalized,3,3/6/15 13:21,Male,1,Kid (younger than 13),1,Person,1,http://www.bbc.co.uk/staticarchive/f5c8cce17cf80699b510eedfeda42b054ce8fe61.jpg
685645209,finalized,3,3/6/15 13:23,Female,0.687,Kid (younger than 13),1,Person,1,http://img.webmd.boots.com/dtmcms/live/webmd_uk/consumer_assets/site_images/articles/health_tools/cholesterol_overview_slideshow/getty_rm_photo_of_child_eating_fast_food.jpg
685645210,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn2.teen.com/wp-content/uploads/2012/04/kim-kardashian-california-pizza-kitchen.jpg
685645211,finalized,3,3/6/15 13:22,,,,,Image Not Working,1,http://adiphene-fatburner.com/wp-content/uploads/2013/03/How-could-we-lose-weight-eating-fast-food.jpg
685645212,finalized,3,3/6/15 13:54,Male,1,Adult/Teenager (13 or older),0.6227,Person,1,http://www.diet-blog.com/wp-content/uploads/import/2938-fast-food-teens.jpg
685645213,finalized,3,3/6/15 13:23,Female,1,Adult/Teenager (13 or older),0.6198,Person,1,http://www.mylifefitness.com/wp-content/uploads/2013/05/Teenage%2Bgirl%2Beating%2Ba%2Bhamburger1.jpg
685645214,finalized,3,3/6/15 13:23,,,,,Image Not Working,1,http://www.kocevfashion.com/wp-content/uploads/2013/11/Is-Alexandra-Ambrossio-Allowed-To-Eat-Fast-Food-Before-The-Yearly-Fashion-Show-By-Victoria%25E2%2580%2599s-Secret-1.jpg
685645215,finalized,3,3/6/15 13:22,Female,0.6679,Adult/Teenager (13 or older),1,Person,1,http://munfitnessblog.com/wp-content/uploads/2007/11/young-couples-eating-fast-food.JPG
685645216,finalized,3,3/6/15 13:22,Female,1,Adult/Teenager (13 or older),1,Person,1,http://aaccuratequote.com/wp-content/uploads/2014/08/fat-woman-eating-fast-food-800.jpg
685645217,finalized,3,3/6/15 13:22,Male,1,Adult/Teenager (13 or older),1,Person,1,http://www.healthcastle.com/sites/default/files/imagecache/article-lead-image-570x200/woman_man_eating_fast_food_burger_570.jpg
685655870,finalized,3,3/6/15 13:42,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn.24.co.za/files/Cms/General/d/211/a150d4d3dbb14555acb6c063be6d4877.jpg
685655871,finalized,3,3/6/15 14:26,Female,1,Adult/Teenager (13 or older),1,Person,1,http://cdn.sheknows.com/articles/2010/07/woman-eating-fish.jpg
685655872,finalized,3,3/6/15 13:42,Female,1,Kid (younger than 13),1,Person,1,http://static.indianexpress.com/m-images/M_Id_372114_health_news.jpg
685655873,finalized,3,3/6/15 13:42,,,,,Image Not Working,1,http://image.shutterstock.com/display_pic_with_logo/176449/176449
